t,pan_deg,tilt_deg,pan_vel_deg_s,tilt_vel_deg_s,speed_deg_s,pan_acc_deg_s2,tilt_acc_deg_s2,human,cx,cy,deadzone_px,err_x_px,err_y_px,err_mag_px,err_x_norm,err_y_norm,err_mag_norm
11.0449,157.8,136.2,0,0,0,0,0,1,718,387,80,78,27,82.541,0.121875,0.075,0.143103
11.094,156.6,136.2,-24.446,0,24.446,-498.016,0,1,753,380,80,113,20,114.756,0.176563,0.055556,0.185097
11.1434,155.4,136.2,-24.286,0,24.286,3.249,0,1,761,383,80,121,23,123.167,0.189062,0.063889,0.199566
11.1956,154.2,136.2,-23.021,0,23.021,24.257,0,1,760,387,80,120,27,123,0.1875,0.075,0.201944
11.2458,153,136.2,-23.904,0,23.904,-17.59,0,1,769,388,80,129,28,132.004,0.201563,0.077778,0.216048
11.2957,151.8,136.2,-24.029,0,24.029,-2.491,0,1,778,388,80,138,28,140.812,0.215625,0.077778,0.229224
11.348,150.6,136.2,-22.927,0,22.927,21.046,0,1,793,395,80,153,35,156.952,0.239063,0.097222,0.258076
11.4005,149.4,136.2,-22.887,0,22.887,0.758,0,1,739,402,80,99,42,107.541,0.154688,0.116667,0.193751
11.4527,148.2,136.2,-22.998,0,22.998,-2.121,0,1,726,404,80,86,44,96.602,0.134375,0.122222,0.181645
11.5044,148.2,136.2,0,0,0,444.321,0,1,707,399,80,67,39,77.524,0.104688,0.108333,0.150651
11.5545,148.2,136.2,0,0,0,0,0,1,696,409,80,56,49,74.411,0.0875,0.136111,0.16181
11.6038,148.2,136.2,0,0,0,0,0,0,,,80,0,0,0,0,0,0
11.6481,148.2,136.2,0,0,0,0,0,0,,,80,0,0,0,0,0,0
11.6953,147,136.2,-25.387,0,25.387,-537.092,0,1,804,401,80,164,41,169.047,0.25625,0.113889,0.280419
11.748,145.8,136.2,-22.769,0,22.769,49.683,0,1,776,410,80,136,50,144.9,0.2125,0.138889,0.253863
11.8004,144.6,136.2,-22.937,0,22.937,-3.217,0,1,784,406,80,144,46,151.169,0.225,0.127778,0.258751
11.8525,144.6,136.2,0,0,0,439.85,0,0,,,80,0,0,0,0,0,0
11.9006,144.6,136.2,0,0,0,0,0,0,,,80,0,0,0,0,0,0
11.9466,143.4,136.2,-26.099,0,26.099,-567.619,0,1,742,402,80,102,42,110.309,0.159375,0.116667,0.197513
11.9964,143.4,136.2,0,0,0,523.888,0,0,,,80,0,0,0,0,0,0
12.0403,142.2,136.2,-27.304,0,27.304,-621.237,0,1,777,398,80,137,38,142.172,0.214062,0.105556,0.238673
12.0897,141,136.2,-24.295,0,24.295,60.92,0,1,780,391,80,140,31,143.391,0.21875,0.086111,0.235089
12.1395,139.8,136.2,-24.125,0,24.125,3.409,0,1,782,396,80,142,36,146.492,0.221875,0.1,0.243369
12.1888,138.6,136.2,-24.342,0,24.342,-4.395,0,1,776,424,80,136,64,150.306,0.2125,0.177778,0.277058
12.2386,137.4,136.2,-24.093,0,24.093,4.983,0,1,778,419,80,138,59,150.083,0.215625,0.163889,0.270839
12.2884,136.2,136.2,-24.091,0,24.091,0.046,0,1,748,424,80,108,64,125.539,0.16875,0.177778,0.245115
12.3385,135,136.2,-23.953,0,23.953,2.751,0,1,737,414,80,97,54,111.018,0.151562,0.15,0.21324
12.3886,133.8,136.2,-23.962,0,23.962,-0.169,0,1,736,411,80,96,51,108.706,0.15,0.141667,0.206324
12.4385,133.8,136.2,0,0,0,479.453,0,0,,,80,0,0,0,0,0,0
12.4839,132.6,136.2,-26.439,0,26.439,-582.535,0,1,764,406,80,124,46,132.257,0.19375,0.127778,0.232091
12.5374,131.4,136.2,-22.425,0,22.425,75.013,0,1,728,409,80,88,49,100.722,0.1375,0.136111,0.193475
12.588,130.2,136.2,-23.722,0,23.722,-25.638,0,1,722,412,80,82,52,97.098,0.128125,0.144444,0.193081
12.6385,129,136.2,-23.761,0,23.761,-0.774,0,1,738,408,80,98,48,109.124,0.153125,0.133333,0.20304
12.6888,127.8,136.2,-23.878,0,23.878,-2.326,0,1,744,409,80,104,49,114.965,0.1625,0.136111,0.211973
12.7411,126.6,136.2,-22.917,0,22.917,18.365,0,1,736,407,80,96,47,106.888,0.15,0.130556,0.198859
12.7934,126.6,136.2,0,0,0,438.387,0,1,689,407,80,49,47,67.897,0.076563,0.130556,0.151349
12.8448,126.6,136.2,0,0,0,0,0,1,685,401,80,45,41,60.877,0.070312,0.113889,0.133845
12.8965,126.6,136.2,0,0,0,0,0,0,,,80,0,0,0,0,0,0
12.9451,126.6,136.2,0,0,0,0,0,0,,,80,0,0,0,0,0,0
12.9933,126.6,136.2,0,0,0,0,0,1,670,384,80,30,24,38.419,0.046875,0.066667,0.081497
13.0454,126.6,136.2,0,0,0,0,0,1,709,391,80,69,31,75.644,0.107813,0.086111,0.137981
13.0969,125.4,136.2,-23.291,0,23.291,-452.076,0,1,727,392,80,87,32,92.698,0.135937,0.088889,0.16242
13.1504,124.2,136.2,-22.431,0,22.431,16.085,0,1,738,393,80,98,33,103.407,0.153125,0.091667,0.178466
13.2029,123,136.2,-22.86,0,22.86,-8.175,0,1,753,390,80,113,30,116.914,0.176563,0.083333,0.19524
13.2555,121.8,136.2,-22.819,0,22.819,0.788,0,1,754,392,80,114,32,118.406,0.178125,0.088889,0.199072
13.3078,121.8,136.2,0,0,0,436.302,0,1,717,405,80,77,45,89.185,0.120313,0.125,0.173494
13.3596,121.8,136.2,0,0,0,0,0,1,704,410,80,64,50,81.216,0.1,0.138889,0.171144
13.4135,121.8,136.2,0,0,0,0,0,1,707,410,80,67,50,83.6,0.104688,0.138889,0.173924
13.4649,121.8,136.2,0,0,0,0,0,0,,,80,0,0,0,0,0,0
13.5135,121.8,136.2,0,0,0,0,0,0,,,80,0,0,0,0,0,0
13.5622,120.6,136.2,-24.67,0,24.67,-507.182,0,1,761,397,80,121,37,126.531,0.189062,0.102778,0.215193
13.6146,119.4,136.2,-22.876,0,22.876,34.206,0,1,781,402,80,141,42,147.122,0.220312,0.116667,0.249296
13.6672,118.2,136.2,-22.822,0,22.822,1.028,0,1,795,400,80,155,40,160.078,0.242188,0.111111,0.266459
13.7207,117,136.2,-22.414,0,22.414,7.614,0,1,801,401,80,161,41,166.138,0.251563,0.113889,0.276142
13.7709,115.8,136.2,-23.915,0,23.915,-29.902,0,1,761,401,80,121,41,127.758,0.189062,0.113889,0.220715
13.8207,114.6,136.2,-24.094,0,24.094,-3.595,0,1,744,399,80,104,39,111.072,0.1625,0.108333,0.195301
13.8708,113.4,136.2,-23.956,0,23.956,2.745,0,1,731,402,80,91,42,100.225,0.142187,0.116667,0.183925
13.9209,113.4,136.2,0,0,0,478.834,0,1,715,406,80,75,46,87.983,0.117188,0.127778,0.173378
13.9703,113.4,136.2,0,0,0,0,0,1,669,404,80,29,44,52.697,0.045312,0.122222,0.130351
14.023,113.4,136.2,0,0,0,0,0,1,641,410,80,1,50,50.01,0.001563,0.138889,0.138898
14.0721,113.4,136.2,0,0,0,0,0,1,687,412,80,47,52,70.093,0.073438,0.144444,0.162041
14.1246,113.4,136.2,0,0,0,0,0,1,669,403,80,29,43,51.865,0.045312,0.119444,0.127751
14.1777,113.4,136.2,0,0,0,0,0,1,719,402,80,79,42,89.471,0.123438,0.116667,0.169847
14.2363,113.4,136.2,0,0,0,0,0,1,715,402,80,75,42,85.959,0.117188,0.116667,0.16536
14.2903,112.2,136.2,-22.232,0,22.232,-411.899,0,1,741,397,80,101,37,107.564,0.157812,0.102778,0.18833
14.3438,111,136.2,-22.452,0,22.452,-4.108,0,1,749,395,80,109,35,114.481,0.170313,0.097222,0.196108
14.3968,109.8,136.2,-22.604,0,22.604,-2.864,0,1,758,396,80,118,36,123.369,0.184375,0.1,0.209748
14.4494,108.6,136.2,-22.816,0,22.816,-4.033,0,1,744,392,80,104,32,108.812,0.1625,0.088889,0.185223
14.5026,107.4,136.2,-22.588,0,22.588,4.294,0,1,724,401,80,84,41,93.472,0.13125,0.113889,0.173774
14.5557,107.4,136.2,0,0,0,424.948,0,1,719,402,80,79,42,89.471,0.123438,0.116667,0.169847
14.6082,107.4,136.2,0,0,0,0,0,1,699,407,80,59,47,75.432,0.092188,0.130556,0.159823
14.6585,107.4,136.2,0,0,0,0,0,1,681,404,80,41,44,60.141,0.064062,0.122222,0.137994
14.7067,107.4,136.2,0,0,0,0,0,1,681,402,80,41,42,58.694,0.064062,0.116667,0.133098
14.7586,107.4,136.2,0,0,0,0,0,1,698,400,80,58,40,70.456,0.090625,0.111111,0.143383
14.8077,107.4,136.2,0,0,0,0,0,1,702,397,80,62,37,72.201,0.096875,0.102778,0.141238
14.8596,107.4,136.2,0,0,0,0,0,1,719,396,80,79,36,86.816,0.123438,0.1,0.158861
14.9085,106.2,136.2,-24.549,0,24.549,-502.207,0,1,733,391,80,93,31,98.031,0.145313,0.086111,0.168911
14.958,105,136.2,-24.218,0,24.218,6.67,0,1,750,386,80,110,26,113.031,0.171875,0.072222,0.186432
15.0077,103.8,136.2,-24.147,0,24.147,1.438,0,1,753,393,80,113,33,117.72,0.176563,0.091667,0.19894
15.0578,103.8,136.2,0,0,0,482.41,0,0,,,80,0,0,0,0,0,0
15.104,102.6,136.2,-25.964,0,25.964,-561.796,0,1,782,401,80,142,41,147.801,0.221875,0.113889,0.249398
15.1541,101.4,136.2,-23.98,0,23.98,39.65,0,1,801,402,80,161,42,166.388,0.251563,0.116667,0.277299
15.2049,100.2,136.2,-23.592,0,23.592,7.644,0,1,813,399,80,173,39,177.341,0.270313,0.108333,0.291213
15.2576,99,136.2,-22.778,0,22.778,15.444,0,1,732,393,80,92,33,97.739,0.14375,0.091667,0.17049
15.3081,97.8,136.2,-23.77,0,23.77,-19.653,0,1,722,376,80,82,16,83.546,0.128125,0.044444,0.135615
15.3596,96.6,136.2,-23.287,0,23.287,9.38,0,1,765,395,80,125,35,129.808,0.195312,0.097222,0.218172
15.4128,96.6,136.2,0,0,0,437.626,0,1,691,390,80,51,30,59.169,0.079687,0.083333,0.115302
15.4605,96.6,136.2,0,0,0,0,0,1,655,388,80,15,28,31.765,0.023438,0.077778,0.081232
15.5095,96.6,136.2,0,0,0,0,0,1,662,390,80,22,30,37.202,0.034375,0.083333,0.090145
15.5583,96.6,136.2,0,0,0,0,0,1,678,386,80,38,26,46.043,0.059375,0.072222,0.093496
15.6075,96.6,136.2,0,0,0,0,0,1,698,384,80,58,24,62.769,0.090625,0.066667,0.112505
15.6596,96.6,136.2,0,0,0,0,0,1,704,384,80,64,24,68.352,0.1,0.066667,0.120185
15.7113,96.6,136.2,0,0,0,0,0,1,705,385,80,65,25,69.642,0.101562,0.069444,0.123034
15.7601,95.4,136.2,-24.62,0,24.62,-505.115,0,1,729,383,80,89,23,91.924,0.139063,0.063889,0.153036
15.8124,94.2,136.2,-22.945,0,22.945,32.02,0,1,744,381,80,104,21,106.099,0.1625,0.058333,0.172653
15.8619,93,136.2,-24.254,0,24.254,-26.449,0,1,765,384,80,125,24,127.283,0.195312,0.066667,0.206377
15.9114,91.8,136.2,-24.232,0,24.232,0.441,0,1,774,385,80,134,25,136.312,0.209375,0.069444,0.220591
15.9607,91.8,136.2,0,0,0,491.603,0,1,713,387,80,73,27,77.833,0.114062,0.075,0.136511
16.0096,91.8,136.2,0,0,0,0,0,1,697,385,80,57,25,62.241,0.089063,0.069444,0.112937
16.0609,91.8,136.2,0,0,0,0,0,1,674,382,80,34,22,40.497,0.053125,0.061111,0.080974
16.1123,91.8,136.2,0,0,0,0,0,1,667,378,80,27,18,32.45,0.042188,0.05,0.06542
16.1645,91.8,136.2,0,0,0,0,0,1,671,375,80,31,15,34.438,0.048438,0.041667,0.063893
16.2155,91.8,136.2,0,0,0,0,0,1,675,374,80,35,14,37.696,0.054688,0.038889,0.067105
16.2678,91.8,136.2,0,0,0,0,0,1,679,375,80,39,15,41.785,0.060937,0.041667,0.073821
16.3187,91.8,136.2,0,0,0,0,0,1,690,373,80,50,13,51.662,0.078125,0.036111,0.086067
16.3692,91.8,136.2,0,0,0,0,0,1,700,375,80,60,15,61.847,0.09375,0.041667,0.102592
16.4184,91.8,136.2,0,0,0,0,0,1,703,373,80,63,13,64.327,0.098437,0.036111,0.104852
16.4675,91.8,136.2,0,0,0,0,0,1,715,365,80,75,5,75.166,0.117188,0.013889,0.118008
16.5164,91.8,136.2,0,0,0,0,0,1,715,369,80,75,9,75.538,0.117188,0.025,0.119824
16.5656,90.6,136.2,-24.417,0,24.417,-496.833,0,1,727,370,80,87,10,87.573,0.135937,0.027778,0.138747
16.615,89.4,136.2,-24.291,0,24.291,2.564,0,1,730,371,80,90,11,90.67,0.140625,0.030556,0.143906
16.6648,88.2,136.2,-24.079,0,24.079,4.239,0,1,724,365,80,84,5,84.149,0.13125,0.013889,0.131983
16.7125,87,136.2,-25.17,0,25.17,-22.873,0,1,724,368,80,84,8,84.38,0.13125,0.022222,0.133118
16.761,85.8,136.2,-24.734,0,24.734,8.979,0,1,721,370,80,81,10,81.615,0.126562,0.027778,0.129575
16.8111,85.8,136.2,0,0,0,493.546,0,1,720,362,80,80,2,80.025,0.125,0.005556,0.125123
16.8618,85.8,136.2,0,0,0,0,0,1,643,364,80,3,4,5,0.004687,0.011111,0.012059
16.9108,85.8,136.2,0,0,0,0,0,1,606,363,80,-34,3,34.132,-0.053125,0.008333,0.053775
16.9597,85.8,136.2,0,0,0,0,0,1,601,366,80,-39,6,39.459,-0.060937,0.016667,0.063176
17.0102,85.8,136.2,0,0,0,0,0,1,600,352,80,-40,-8,40.792,-0.0625,-0.022222,0.066333
17.0584,85.8,136.2,0,0,0,0,0,1,592,359,80,-48,-1,48.01,-0.075,-0.002778,0.075051
17.1104,85.8,136.2,0,0,0,0,0,1,591,351,80,-49,-9,49.82,-0.076563,-0.025,0.080541
17.158,85.8,136.2,0,0,0,0,0,1,585,365,80,-55,5,55.227,-0.085938,0.013889,0.087053
17.2077,85.8,136.2,0,0,0,0,0,1,584,368,80,-56,8,56.569,-0.0875,0.022222,0.090278
17.2567,85.8,136.2,0,0,0,0,0,1,573,388,80,-67,28,72.615,-0.104688,0.077778,0.130418
17.3061,85.8,136.2,0,0,0,0,0,1,569,381,80,-71,21,74.041,-0.110937,0.058333,0.125339
17.3552,85.8,136.2,0,0,0,0,0,1,560,374,80,-80,14,81.216,-0.125,0.038889,0.13091
17.4058,87,136.2,23.686,0,23.686,467.515,0,1,550,370,80,-90,10,90.554,-0.140625,0.027778,0.143342
17.4581,88.2,136.2,22.968,0,22.968,-13.739,0,1,529,369,80,-111,9,111.364,-0.173437,0.025,0.17523
17.5109,89.4,136.2,22.72,0,22.72,-4.69,0,1,522,371,80,-118,11,118.512,-0.184375,0.030556,0.18689
17.5599,90.6,136.2,24.498,0,24.498,36.291,0,1,499,357,80,-141,-3,141.032,-0.220312,-0.008333,0.22047
17.6105,91.8,136.2,23.69,0,23.69,-15.942,0,1,495,343,80,-145,-17,145.993,-0.226562,-0.047222,0.231431
17.6638,93,136.2,22.543,0,22.543,-21.561,0,1,547,361,80,-93,1,93.005,-0.145313,0.002778,0.145339
17.7156,94.2,136.2,23.134,0,23.134,11.398,0,1,557,365,80,-83,5,83.15,-0.129688,0.013889,0.130429
17.7673,95.4,136.2,23.249,0,23.249,2.221,0,1,537,367,80,-103,7,103.238,-0.160938,0.019444,0.162108
17.8173,96.6,136.2,23.999,0,23.999,15.016,0,1,536,370,80,-104,10,104.48,-0.1625,0.027778,0.164857
17.8716,97.8,136.2,22.082,0,22.082,-35.283,0,1,551,378,80,-89,18,90.802,-0.139063,0.05,0.147778
17.9228,97.8,136.2,0,0,0,-431.285,0,1,589,384,80,-51,24,56.365,-0.079687,0.066667,0.103897
17.9751,97.8,136.2,0,0,0,0,0,1,601,380,80,-39,20,43.829,-0.060937,0.055556,0.082461
18.0242,97.8,136.2,0,0,0,0,0,1,601,383,80,-39,23,45.277,-0.060937,0.063889,0.08829
18.0734,97.8,136.2,0,0,0,0,0,1,584,379,80,-56,19,59.135,-0.0875,0.052778,0.102185
18.1229,99,136.2,24.242,0,24.242,489.746,0,1,528,376,80,-112,16,113.137,-0.175,0.044444,0.180556
18.1727,100.2,136.2,24.115,0,24.115,-2.551,0,1,513,378,80,-127,18,128.269,-0.198437,0.05,0.20464
18.2229,101.4,136.2,23.893,0,23.893,-4.424,0,1,465,374,80,-175,14,175.559,-0.273438,0.038889,0.276189
18.2724,102.6,136.2,24.269,0,24.269,7.601,0,1,446,379,80,-194,19,194.928,-0.303125,0.052778,0.307685
18.322,103.8,136.2,24.155,0,24.155,-2.302,0,1,457,362,80,-183,2,183.011,-0.285938,0.005556,0.285991
18.3721,105,136.2,23.957,0,23.957,-3.955,0,1,462,379,80,-178,19,179.011,-0.278125,0.052778,0.283088
18.4219,106.2,136.2,24.096,0,24.096,2.805,0,1,449,381,80,-191,21,192.151,-0.298438,0.058333,0.304085
18.4721,107.4,136.2,23.902,0,23.902,-3.868,0,1,419,388,80,-221,28,222.767,-0.345313,0.077778,0.353963
18.5246,108.6,136.2,22.865,0,22.865,-19.757,0,1,464,379,80,-176,19,177.023,-0.275,0.052778,0.280019
18.5768,109.8,136.2,23,0,23,2.573,0,1,459,387,80,-181,27,183.003,-0.282813,0.075,0.292588
18.6281,111,136.2,23.389,0,23.389,7.597,0,1,415,376,80,-225,16,225.568,-0.351562,0.044444,0.354361
18.6765,112.2,136.2,24.806,0,24.806,29.294,0,1,401,378,80,-239,18,239.677,-0.373437,0.05,0.37677
18.7267,113.4,136.2,23.875,0,23.875,-18.537,0,1,399,365,80,-241,5,241.052,-0.376563,0.013889,0.376819
18.7773,114.6,136.2,23.743,0,23.743,-2.614,0,1,373,364,80,-267,4,267.03,-0.417187,0.011111,0.417335
18.8277,115.8,136.2,23.802,0,23.802,1.174,0,1,348,378,80,-292,18,292.554,-0.45625,0.05,0.458982
18.8775,117,136.2,24.09,0,24.09,5.781,0,1,349,366,80,-291,6,291.062,-0.454688,0.016667,0.454993
18.9277,118.2,136.2,23.935,0,23.935,-3.087,0,1,327,396,80,-313,36,315.063,-0.489063,0.1,0.499181
18.9776,119.4,136.2,24.028,0,24.028,1.862,0,1,337,368,80,-303,8,303.106,-0.473438,0.022222,0.473959
19.0277,120.6,136.2,23.967,0,23.967,-1.225,0,1,362,385,80,-278,25,279.122,-0.434375,0.069444,0.439891
19.0785,121.8,136.2,23.622,0,23.622,-6.786,0,1,345,394,80,-295,34,296.953,-0.460938,0.094444,0.470514
19.1282,123,136.2,24.126,0,24.126,10.135,0,1,277,398,80,-363,38,364.984,-0.567187,0.105556,0.576926
19.1779,124.2,136.2,24.156,0,24.156,0.604,0,1,237,397,80,-403,37,404.695,-0.629687,0.102778,0.63802
19.2268,125.4,136.2,24.523,0,24.523,7.497,0,1,232,398,80,-408,38,409.766,-0.6375,0.105556,0.64618
19.2769,126.6,136.2,23.963,0,23.963,-11.179,0,1,244,392,80,-396,32,397.291,-0.61875,0.088889,0.625102
19.3268,127.8,136.2,24.033,0,24.033,1.393,0,1,199,389,80,-441,29,441.952,-0.689063,0.080556,0.693755
19.3781,129,136.2,23.423,0,23.423,-11.9,0,1,183,382,80,-457,22,457.529,-0.714063,0.061111,0.716673
19.4274,130.2,136.2,24.33,0,24.33,18.385,0,1,202,379,80,-438,19,438.412,-0.684375,0.052778,0.686407
19.4778,131.4,136.2,23.809,0,23.809,-10.341,0,1,196,371,80,-444,11,444.136,-0.69375,0.030556,0.694423
19.5296,132.6,136.2,23.168,0,23.168,-12.357,0,1,213,378,80,-427,18,427.379,-0.667188,0.05,0.669058
19.5795,133.8,136.2,24.031,0,24.031,17.282,0,1,204,379,80,-436,19,436.414,-0.68125,0.052778,0.683291
19.6302,135,136.2,23.687,0,23.687,-6.804,0,1,164,377,80,-476,17,476.303,-0.74375,0.047222,0.745248
19.6795,136.2,136.2,24.315,0,24.315,12.722,0,1,154,376,80,-486,16,486.263,-0.759375,0.044444,0.760675
19.73,137.4,136.2,23.785,0,23.785,-10.495,0,1,159,365,80,-481,5,481.026,-0.751563,0.013889,0.751691
19.7807,138.6,136.2,23.657,0,23.657,-2.528,0,1,176,364,80,-464,4,464.017,-0.725,0.011111,0.725085
19.8293,139.8,136.2,24.681,0,24.681,21.055,0,1,154,362,80,-486,2,486.004,-0.759375,0.005556,0.759395
19.8791,141,136.2,24.113,0,24.113,-11.409,0,1,147,361,80,-493,1,493.001,-0.770312,0.002778,0.770318
19.9287,142.2,136.2,24.194,0,24.194,1.641,0,1,181,358,80,-459,-2,459.004,-0.717187,-0.005556,0.717209
19.9784,143.4,136.2,24.121,0,24.121,-1.466,0,1,198,359,80,-442,-1,442.001,-0.690625,-0.002778,0.690631
20.0298,144.6,136.2,23.34,0,23.34,-15.19,0,1,228,360,80,-412,0,412,-0.64375,0,0.64375
20.0824,145.8,136.2,22.853,0,22.853,-9.282,0,1,244,361,80,-396,1,396.001,-0.61875,0.002778,0.618756
20.1346,147,136.2,22.95,0,22.95,1.865,0,1,272,360,80,-368,0,368,-0.575,0,0.575
20.1867,148.2,136.2,23.072,0,23.072,2.332,0,1,303,362,80,-337,2,337.006,-0.526563,0.005556,0.526592
20.2394,149.4,136.2,22.766,0,22.766,-5.797,0,1,313,360,80,-327,0,327,-0.510938,0,0.510938
20.2917,150.6,136.2,22.914,0,22.914,2.818,0,1,324,359,80,-316,-1,316.002,-0.49375,-0.002778,0.493758
20.3431,151.8,136.2,23.369,0,23.369,8.874,0,1,336,359,80,-304,-1,304.002,-0.475,-0.002778,0.475008
20.3935,153,136.2,23.804,0,23.804,8.612,0,1,371,358,80,-269,-2,269.007,-0.420312,-0.005556,0.420349
20.4437,154.2,136.2,23.882,0,23.882,1.555,0,1,396,359,80,-244,-1,244.002,-0.38125,-0.002778,0.38126
20.4933,155.4,136.2,24.194,0,24.194,6.3,0,1,420,359,80,-220,-1,220.002,-0.34375,-0.002778,0.343761
20.5437,156.6,136.2,23.847,0,23.847,-6.893,0,1,422,360,80,-218,0,218,-0.340625,0,0.340625
20.5934,157.8,136.2,24.146,0,24.146,6.013,0,1,442,357,80,-198,-3,198.023,-0.309375,-0.008333,0.309487
20.6432,159,136.2,24.078,0,24.078,-1.377,0,1,477,355,80,-163,-5,163.077,-0.254688,-0.013889,0.255066
20.6928,160.2,136.2,24.197,0,24.197,2.406,0,1,495,350,80,-145,-10,145.344,-0.226562,-0.027778,0.228259
20.7427,161.4,136.2,24.049,0,24.049,-2.963,0,1,503,357,80,-137,-3,137.033,-0.214062,-0.008333,0.214225
20.7925,162.6,136.2,24.099,0,24.099,1.006,0,1,556,359,80,-84,-1,84.006,-0.13125,-0.002778,0.131279
20.8425,162.6,136.2,0,0,0,-481.61,0,1,571,352,80,-69,-8,69.462,-0.107813,-0.022222,0.110079
20.8926,162.6,136.2,0,0,0,0,0,1,570,350,80,-70,-10,70.711,-0.109375,-0.027778,0.112847
20.9418,162.6,136.2,0,0,0,0,0,1,571,354,80,-69,-6,69.26,-0.107813,-0.016667,0.109093
20.9917,162.6,136.2,0,0,0,0,0,1,624,353,80,-16,-7,17.464,-0.025,-0.019444,0.031672
21.0408,162.6,136.2,0,0,0,0,0,1,624,355,80,-16,-5,16.763,-0.025,-0.013889,0.028599
21.0915,162.6,136.2,0,0,0,0,0,1,631,352,80,-9,-8,12.042,-0.014063,-0.022222,0.026298
21.1428,162.6,136.2,0,0,0,0,0,1,630,354,80,-10,-6,11.662,-0.015625,-0.016667,0.022846
21.1929,162.6,136.2,0,0,0,0,0,1,634,354,80,-6,-6,8.485,-0.009375,-0.016667,0.019122
21.2421,162.6,136.2,0,0,0,0,0,1,637,354,80,-3,-6,6.708,-0.004687,-0.016667,0.017313
21.2909,162.6,136.2,0,0,0,0,0,1,638,351,80,-2,-9,9.22,-0.003125,-0.025,0.025195
21.34,162.6,136.2,0,0,0,0,0,1,639,349,80,-1,-11,11.045,-0.001563,-0.030556,0.030595
21.3897,162.6,136.2,0,0,0,0,0,1,652,353,80,12,-7,13.892,0.01875,-0.019444,0.027012
21.439,162.6,136.2,0,0,0,0,0,1,655,354,80,15,-6,16.155,0.023438,-0.016667,0.028759
21.4878,162.6,136.2,0,0,0,0,0,1,661,349,80,21,-11,23.707,0.032813,-0.030556,0.044836
21.5372,162.6,136.2,0,0,0,0,0,1,661,348,80,21,-12,24.187,0.032813,-0.033333,0.046774
21.5872,162.6,136.2,0,0,0,0,0,1,668,353,80,28,-7,28.862,0.04375,-0.019444,0.047876
21.6365,162.6,136.2,0,0,0,0,0,1,671,355,80,31,-5,31.401,0.048438,-0.013889,0.050389
21.6863,162.6,136.2,0,0,0,0,0,1,670,355,80,30,-5,30.414,0.046875,-0.013889,0.048889
21.7354,162.6,136.2,0,0,0,0,0,1,680,353,80,40,-7,40.608,0.0625,-0.019444,0.065455
21.7864,162.6,136.2,0,0,0,0,0,1,691,353,80,51,-7,51.478,0.079687,-0.019444,0.082026
21.8354,162.6,136.2,0,0,0,0,0,1,713,353,80,73,-7,73.335,0.114062,-0.019444,0.115708
21.8836,161.4,136.2,-24.924,0,24.924,-517.664,0,1,729,352,80,89,-8,89.359,0.139063,-0.022222,0.140827
21.9328,160.2,136.2,-24.397,0,24.397,10.709,0,1,751,354,80,111,-6,111.162,0.173437,-0.016667,0.174236
21.9819,159,136.2,-24.419,0,24.419,-0.441,0,1,758,357,80,118,-3,118.038,0.184375,-0.008333,0.184563
22.0312,157.8,136.2,-24.339,0,24.339,1.624,0,1,774,356,80,134,-4,134.06,0.209375,-0.011111,0.20967
22.0805,156.6,136.2,-24.361,0,24.361,-0.447,0,1,778,360,80,138,0,138,0.215625,0,0.215625
