t,pan_deg,tilt_deg,pan_vel_deg_s,tilt_vel_deg_s,speed_deg_s,pan_acc_deg_s2,tilt_acc_deg_s2,human,cx,cy,deadzone_px,err_x_px,err_y_px,err_mag_px,err_x_norm,err_y_norm,err_mag_norm
22.1298,156.6,136.2,0,0,0,494.472,0,1,716,357,80,76,-3,76.059,0.11875,-0.008333,0.119042
22.1787,156.6,136.2,0,0,0,0,0,1,692,361,80,52,1,52.01,0.08125,0.002778,0.081297
22.2281,156.6,136.2,0,0,0,0,0,1,701,357,80,61,-3,61.074,0.095312,-0.008333,0.095676
22.2772,156.6,136.2,0,0,0,0,0,1,710,358,80,70,-2,70.029,0.109375,-0.005556,0.109516
22.3264,155.4,136.2,-24.37,0,24.37,-494.901,0,1,732,362,80,92,2,92.022,0.14375,0.005556,0.143857
22.3763,154.2,136.2,-24.043,0,24.043,6.54,0,1,745,360,80,105,0,105,0.164062,0,0.164062
22.4261,153,136.2,-24.093,0,24.093,-1.003,0,1,757,362,80,117,2,117.017,0.182812,0.005556,0.182897
22.4782,151.8,136.2,-23.025,0,23.025,20.491,0,1,761,363,80,121,3,121.037,0.189062,0.008333,0.189246
22.5283,150.6,136.2,-23.993,0,23.993,-19.345,0,1,727,361,80,87,1,87.006,0.135937,0.002778,0.135966
22.5794,149.4,136.2,-23.439,0,23.439,10.824,0,1,738,360,80,98,0,98,0.153125,0,0.153125
22.6297,148.2,136.2,-23.859,0,23.859,-8.355,0,1,793,362,80,153,2,153.013,0.239063,0.005556,0.239127
22.6805,147,136.2,-23.635,0,23.635,4.415,0,1,799,361,80,159,1,159.003,0.248438,0.002778,0.248453
22.7346,145.8,136.2,-22.202,0,22.202,26.509,0,1,815,358,80,175,-2,175.011,0.273438,-0.005556,0.273494
22.7827,144.6,136.2,-24.924,0,24.924,-56.548,0,1,836,359,80,196,-1,196.003,0.30625,-0.002778,0.306263
22.835,143.4,136.2,-22.944,0,22.944,37.863,0,1,825,356,80,185,-4,185.043,0.289062,-0.011111,0.289276
22.8835,142.2,136.2,-24.743,0,24.743,-37.101,0,1,829,360,80,189,0,189,0.295312,0,0.295312
22.933,141,136.2,-24.231,0,24.231,10.357,0,1,864,364,80,224,4,224.036,0.35,0.011111,0.350176
22.9829,139.8,136.2,-24.075,0,24.075,3.114,0,1,885,379,80,245,19,245.736,0.382812,0.052778,0.386434
23.0324,138.6,136.2,-24.214,0,24.214,-2.802,0,1,939,363,80,299,3,299.015,0.467187,0.008333,0.467262
23.0819,137.4,136.2,-24.268,0,24.268,-1.081,0,1,945,366,80,305,6,305.059,0.476562,0.016667,0.476854
23.131,136.2,136.2,-24.43,0,24.43,-3.297,0,1,964,366,80,324,6,324.056,0.50625,0.016667,0.506524
23.181,135,136.2,-24.005,0,24.005,8.5,0,1,990,359,80,350,-1,350.001,0.546875,-0.002778,0.546882
23.2302,133.8,136.2,-24.402,0,24.402,-8.082,0,1,1102,360,80,462,0,462,0.721875,0,0.721875
23.2809,132.6,136.2,-23.652,0,23.652,14.792,0,1,1101,358,80,461,-2,461.004,0.720313,-0.005556,0.720334
23.3303,131.4,136.2,-24.306,0,24.306,-13.256,0,1,1092,355,80,452,-5,452.028,0.70625,-0.013889,0.706387
23.3807,130.2,136.2,-23.822,0,23.822,9.612,0,1,1079,359,80,439,-1,439.001,0.685937,-0.002778,0.685943
23.4297,129,136.2,-24.463,0,24.463,-13.072,0,1,1078,357,80,438,-3,438.01,0.684375,-0.008333,0.684426
23.4809,127.8,136.2,-23.437,0,23.437,20.037,0,1,1088,357,80,448,-3,448.01,0.7,-0.008333,0.70005
23.5302,126.6,136.2,-24.327,0,24.327,-18.031,0,1,1124,358,80,484,-2,484.004,0.75625,-0.005556,0.75627
23.5798,125.4,136.2,-24.197,0,24.197,2.622,0,1,1148,357,80,508,-3,508.009,0.79375,-0.008333,0.793794
23.6295,124.2,136.2,-24.137,0,24.137,1.195,0,1,1157,357,80,517,-3,517.009,0.807813,-0.008333,0.807855
23.6792,123,136.2,-24.166,0,24.166,-0.572,0,1,1141,358,80,501,-2,501.004,0.782813,-0.005556,0.782832
23.7294,121.8,136.2,-23.92,0,23.92,4.892,0,1,1124,360,80,484,0,484,0.75625,0,0.75625
23.779,120.6,136.2,-24.19,0,24.19,-5.437,0,1,1113,360,80,473,0,473,0.739062,0,0.739062
23.829,119.4,136.2,-23.993,0,23.993,3.94,0,1,1114,358,80,474,-2,474.004,0.740625,-0.005556,0.740646
23.8786,118.2,136.2,-24.191,0,24.191,-3.991,0,1,1113,357,80,473,-3,473.01,0.739062,-0.008333,0.739109
23.9287,117,136.2,-23.972,0,23.972,4.369,0,1,1073,359,80,433,-1,433.001,0.676562,-0.002778,0.676568
23.9787,115.8,136.2,-24,0,24,-0.562,0,1,1054,357,80,414,-3,414.011,0.646875,-0.008333,0.646929
24.0319,114.6,136.2,-22.537,0,22.537,27.488,0,1,1028,358,80,388,-2,388.005,0.60625,-0.005556,0.606275
24.0832,113.4,136.2,-23.373,0,23.373,-16.285,0,1,1020,357,80,380,-3,380.012,0.59375,-0.008333,0.593808
24.1331,112.2,136.2,-24.084,0,24.084,-14.266,0,1,985,357,80,345,-3,345.013,0.539062,-0.008333,0.539127
24.1829,111,136.2,-24.09,0,24.09,-0.134,0,1,987,360,80,347,0,347,0.542188,0,0.542188
24.2325,109.8,136.2,-24.161,0,24.161,-1.43,0,1,991,360,80,351,0,351,0.548438,0,0.548438
24.2824,108.6,136.2,-24.071,0,24.071,1.801,0,1,963,360,80,323,0,323,0.504687,0,0.504687
24.3327,107.4,136.2,-23.867,0,23.867,4.057,0,1,903,359,80,263,-1,263.002,0.410938,-0.002778,0.410947
24.3814,106.2,136.2,-24.649,0,24.649,-16.063,0,1,887,360,80,247,0,247,0.385937,0,0.385937
24.4314,105,136.2,-23.986,0,23.986,13.266,0,1,844,359,80,204,-1,204.002,0.31875,-0.002778,0.318762
24.4815,103.8,136.2,-23.96,0,23.96,0.511,0,1,831,359,80,191,-1,191.003,0.298438,-0.002778,0.29845
24.5322,102.6,136.2,-23.658,0,23.658,5.962,0,1,800,360,80,160,0,160,0.25,0,0.25
24.5824,101.4,136.2,-23.919,0,23.919,-5.21,0,1,780,360,80,140,0,140,0.21875,0,0.21875
24.6326,100.2,136.2,-23.9,0,23.9,0.373,0,1,748,357,80,108,-3,108.042,0.16875,-0.008333,0.168956
24.6823,99,136.2,-24.146,0,24.146,-4.935,0,1,738,358,80,98,-2,98.02,0.153125,-0.005556,0.153226
24.7319,99,136.2,0,0,0,486.512,0,1,699,361,80,59,1,59.008,0.092188,0.002778,0.092229
24.7813,99,136.2,0,0,0,0,0,1,683,360,80,43,0,43,0.067187,0,0.067187
24.8298,99,136.2,0,0,0,0,0,1,643,359,80,3,-1,3.162,0.004687,-0.002778,0.005449
24.8787,99,136.2,0,0,0,0,0,1,639,359,80,-1,-1,1.414,-0.001563,-0.002778,0.003187
24.9275,99,136.2,0,0,0,0,0,1,648,360,80,8,0,8,0.0125,0,0.0125
24.9772,99,136.2,0,0,0,0,0,1,650,359,80,10,-1,10.05,0.015625,-0.002778,0.01587
25.0261,99,136.2,0,0,0,0,0,1,645,360,80,5,0,5,0.007812,0,0.007812
25.0773,99,136.2,0,0,0,0,0,1,646,358,80,6,-2,6.325,0.009375,-0.005556,0.010897
25.1281,99,136.2,0,0,0,0,0,1,644,359,80,4,-1,4.123,0.00625,-0.002778,0.006839
25.1774,99,136.2,0,0,0,0,0,1,640,359,80,0,-1,1,0,-0.002778,0.002778
25.2265,99,136.2,0,0,0,0,0,1,644,359,80,4,-1,4.123,0.00625,-0.002778,0.006839
25.2757,99,136.2,0,0,0,0,0,1,637,359,80,-3,-1,3.162,-0.004687,-0.002778,0.005449
25.3243,99,136.2,0,0,0,0,0,1,629,359,80,-11,-1,11.045,-0.017188,-0.002778,0.017411
25.374,99,136.2,0,0,0,0,0,1,625,358,80,-15,-2,15.133,-0.023438,-0.005556,0.024087
25.4231,99,136.2,0,0,0,0,0,1,617,360,80,-23,0,23,-0.035937,0,0.035937
25.4718,99,136.2,0,0,0,0,0,1,616,361,80,-24,1,24.021,-0.0375,0.002778,0.037603
25.5192,99,136.2,0,0,0,0,0,1,605,359,80,-35,-1,35.014,-0.054688,-0.002778,0.054758
25.5682,99,136.2,0,0,0,0,0,1,600,359,80,-40,-1,40.012,-0.0625,-0.002778,0.062562
25.6174,99,136.2,0,0,0,0,0,1,595,358,80,-45,-2,45.044,-0.070312,-0.005556,0.070532
25.6662,99,136.2,0,0,0,0,0,1,584,360,80,-56,0,56,-0.0875,0,0.0875
25.7149,99,136.2,0,0,0,0,0,1,584,358,80,-56,-2,56.036,-0.0875,-0.005556,0.087676
25.7644,99,136.2,0,0,0,0,0,1,567,358,80,-73,-2,73.027,-0.114062,-0.005556,0.114198
25.8132,99,136.2,0,0,0,0,0,1,561,358,80,-79,-2,79.025,-0.123438,-0.005556,0.123562
25.8621,100.2,136.2,24.56,0,24.56,502.654,0,1,548,358,80,-92,-2,92.022,-0.14375,-0.005556,0.143857
25.9117,101.4,136.2,24.188,0,24.188,-7.487,0,1,539,359,80,-101,-1,101.005,-0.157812,-0.002778,0.157837
25.9613,102.6,136.2,24.19,0,24.19,0.03,0,1,520,360,80,-120,0,120,-0.1875,0,0.1875
26.0114,103.8,136.2,23.968,0,23.968,-4.436,0,1,514,359,80,-126,-1,126.004,-0.196875,-0.002778,0.196895
26.0637,105,136.2,22.928,0,22.928,-19.872,0,1,497,359,80,-143,-1,143.003,-0.223438,-0.002778,0.223455
26.116,106.2,136.2,22.958,0,22.958,0.582,0,1,496,359,80,-144,-1,144.003,-0.225,-0.002778,0.225017
26.1681,106.2,136.2,0,0,0,-440.332,0,1,580,359,80,-60,-1,60.008,-0.09375,-0.002778,0.093791
26.2195,106.2,136.2,0,0,0,0,0,1,609,359,80,-31,-1,31.016,-0.048438,-0.002778,0.048517
26.2716,106.2,136.2,0,0,0,0,0,1,618,360,80,-22,0,22,-0.034375,0,0.034375
26.3235,106.2,136.2,0,0,0,0,0,1,613,359,80,-27,-1,27.019,-0.042188,-0.002778,0.042279
26.3873,106.2,136.2,0,0,0,0,0,1,600,359,80,-40,-1,40.012,-0.0625,-0.002778,0.062562
26.4358,106.2,136.2,0,0,0,0,0,1,592,359,80,-48,-1,48.01,-0.075,-0.002778,0.075051
26.4857,106.2,136.2,0,0,0,0,0,1,577,358,80,-63,-2,63.032,-0.098437,-0.005556,0.098594
26.5349,106.2,136.2,0,0,0,0,0,1,568,359,80,-72,-1,72.007,-0.1125,-0.002778,0.112534
26.5845,106.2,136.2,0,0,0,0,0,1,560,359,80,-80,-1,80.006,-0.125,-0.002778,0.125031
26.6338,107.4,136.2,24.383,0,24.383,495.447,0,1,551,359,80,-89,-1,89.006,-0.139063,-0.002778,0.13909
26.6835,108.6,136.2,24.109,0,24.109,-5.512,0,1,529,356,80,-111,-4,111.072,-0.173437,-0.011111,0.173793
26.7391,109.8,136.2,21.608,0,21.608,-45.024,0,1,528,359,80,-112,-1,112.004,-0.175,-0.002778,0.175022
26.7912,111,136.2,23.012,0,23.012,26.91,0,1,525,359,80,-115,-1,115.004,-0.179688,-0.002778,0.179709
26.8426,111,136.2,0,0,0,-448.267,0,1,566,357,80,-74,-3,74.061,-0.115625,-0.008333,0.115925
26.8932,111,136.2,0,0,0,0,0,1,584,360,80,-56,0,56,-0.0875,0,0.0875
26.9426,111,136.2,0,0,0,0,0,1,583,361,80,-57,1,57.009,-0.089063,0.002778,0.089106
26.9932,111,136.2,0,0,0,0,0,1,596,359,80,-44,-1,44.011,-0.06875,-0.002778,0.068806
27.0438,111,136.2,0,0,0,0,0,1,614,359,80,-26,-1,26.019,-0.040625,-0.002778,0.04072
27.0949,111,136.2,0,0,0,0,0,1,601,359,80,-39,-1,39.013,-0.060937,-0.002778,0.061001
27.145,111,136.2,0,0,0,0,0,1,594,359,80,-46,-1,46.011,-0.071875,-0.002778,0.071929
27.1954,111,136.2,0,0,0,0,0,1,607,358,80,-33,-2,33.061,-0.051562,-0.005556,0.051861
27.2468,111,136.2,0,0,0,0,0,1,623,358,80,-17,-2,17.117,-0.026562,-0.005556,0.027137
27.3003,111,136.2,0,0,0,0,0,1,593,358,80,-47,-2,47.043,-0.073438,-0.005556,0.073647
27.3518,111,136.2,0,0,0,0,0,1,643,358,80,3,-2,3.606,0.004687,-0.005556,0.007269
27.4036,111,136.2,0,0,0,0,0,1,681,358,80,41,-2,41.049,0.064062,-0.005556,0.064303
27.4521,111,136.2,0,0,0,0,0,1,660,358,80,20,-2,20.1,0.03125,-0.005556,0.03174
27.5015,111,136.2,0,0,0,0,0,1,665,360,80,25,0,25,0.039062,0,0.039062
27.5503,111,136.2,0,0,0,0,0,1,668,358,80,28,-2,28.071,0.04375,-0.005556,0.044101
27.6028,111,136.2,0,0,0,0,0,1,685,358,80,45,-2,45.044,0.070312,-0.005556,0.070532
27.6522,109.8,136.2,-24.309,0,24.309,-492.456,0,1,723,356,80,83,-4,83.096,0.129688,-0.011111,0.130163
27.7065,108.6,136.2,-22.08,0,22.08,41.027,0,1,737,357,80,97,-3,97.046,0.151562,-0.008333,0.151791
27.76,107.4,136.2,-22.445,0,22.445,-6.836,0,1,772,357,80,132,-3,132.034,0.20625,-0.008333,0.206418
27.8113,106.2,136.2,-23.377,0,23.377,-18.145,0,1,797,357,80,157,-3,157.029,0.245312,-0.008333,0.245454
27.8632,105,136.2,-23.123,0,23.123,4.88,0,1,843,357,80,203,-3,203.022,0.317188,-0.008333,0.317297
27.9127,103.8,136.2,-24.266,0,24.266,-23.107,0,1,873,354,80,233,-6,233.077,0.364063,-0.016667,0.364444
27.9617,102.6,136.2,-24.465,0,24.465,-4.062,0,1,872,353,80,232,-7,232.106,0.3625,-0.019444,0.363021
28.0108,101.4,136.2,-24.44,0,24.44,0.518,0,1,844,356,80,204,-4,204.039,0.31875,-0.011111,0.318944
28.0599,100.2,136.2,-24.443,0,24.443,-0.065,0,1,822,352,80,182,-8,182.176,0.284375,-0.022222,0.285242
28.1096,99,136.2,-24.176,0,24.176,5.379,0,1,811,353,80,171,-7,171.143,0.267188,-0.019444,0.267894
28.1588,97.8,136.2,-24.393,0,24.393,-4.413,0,1,790,355,80,150,-5,150.083,0.234375,-0.013889,0.234786
28.2076,96.6,136.2,-24.563,0,24.563,-3.485,0,1,771,356,80,131,-4,131.061,0.204687,-0.011111,0.204989
28.2548,95.4,136.2,-25.401,0,25.401,-17.731,0,1,748,357,80,108,-3,108.042,0.16875,-0.008333,0.168956
28.3044,94.2,136.2,-24.224,0,24.224,23.756,0,1,734,357,80,94,-3,94.048,0.146875,-0.008333,0.147111
28.3518,93,136.2,-25.328,0,25.328,-23.301,0,1,722,356,80,82,-4,82.098,0.128125,-0.011111,0.128606
28.4017,93,136.2,0,0,0,507.2,0,1,717,355,80,77,-5,77.162,0.120313,-0.013889,0.121112
28.4509,93,136.2,0,0,0,0,0,1,680,355,80,40,-5,40.311,0.0625,-0.013889,0.064025
28.5007,93,136.2,0,0,0,0,0,1,598,356,80,-42,-4,42.19,-0.065625,-0.011111,0.066559
28.5502,93,136.2,0,0,0,0,0,1,595,356,80,-45,-4,45.177,-0.070312,-0.011111,0.071185
28.6006,93,136.2,0,0,0,0,0,1,598,357,80,-42,-3,42.107,-0.065625,-0.008333,0.066152
28.6509,93,136.2,0,0,0,0,0,1,622,357,80,-18,-3,18.248,-0.028125,-0.008333,0.029334
28.7001,93,136.2,0,0,0,0,0,1,631,356,80,-9,-4,9.849,-0.014063,-0.011111,0.017922
28.7488,93,136.2,0,0,0,0,0,1,628,357,80,-12,-3,12.369,-0.01875,-0.008333,0.020518
28.7972,93,136.2,0,0,0,0,0,1,615,356,80,-25,-4,25.318,-0.039062,-0.011111,0.040612
28.8462,93,136.2,0,0,0,0,0,1,608,356,80,-32,-4,32.249,-0.05,-0.011111,0.05122
28.8945,93,136.2,0,0,0,0,0,1,588,356,80,-52,-4,52.154,-0.08125,-0.011111,0.082006
28.9449,93,136.2,0,0,0,0,0,1,586,356,80,-54,-4,54.148,-0.084375,-0.011111,0.085103
28.9937,93,136.2,0,0,0,0,0,1,582,356,80,-58,-4,58.138,-0.090625,-0.011111,0.091304
29.043,93,136.2,0,0,0,0,0,1,582,356,80,-58,-4,58.138,-0.090625,-0.011111,0.091304
29.0933,93,136.2,0,0,0,0,0,1,582,355,80,-58,-5,58.215,-0.090625,-0.013889,0.091683
29.1413,93,136.2,0,0,0,0,0,1,582,355,80,-58,-5,58.215,-0.090625,-0.013889,0.091683
29.1923,93,136.2,0,0,0,0,0,1,584,356,80,-56,-4,56.143,-0.0875,-0.011111,0.088203
29.2413,93,136.2,0,0,0,0,0,1,583,356,80,-57,-4,57.14,-0.089063,-0.011111,0.089753
29.2911,93,136.2,0,0,0,0,0,1,582,356,80,-58,-4,58.138,-0.090625,-0.011111,0.091304
29.3383,93,136.2,0,0,0,0,0,1,588,357,80,-52,-3,52.086,-0.08125,-0.008333,0.081676
29.3878,93,136.2,0,0,0,0,0,1,586,357,80,-54,-3,54.083,-0.084375,-0.008333,0.084786
29.4368,93,136.2,0,0,0,0,0,1,592,358,80,-48,-2,48.042,-0.075,-0.005556,0.075205
29.4986,93,136.2,0,0,0,0,0,1,592,357,80,-48,-3,48.094,-0.075,-0.008333,0.075462
29.5561,93,136.2,0,0,0,0,0,1,590,356,80,-50,-4,50.16,-0.078125,-0.011111,0.078911
29.6117,93,136.2,0,0,0,0,0,1,586,355,80,-54,-5,54.231,-0.084375,-0.013889,0.08551
29.6689,93,136.2,0,0,0,0,0,1,580,359,80,-60,-1,60.008,-0.09375,-0.002778,0.093791
29.721,93,136.2,0,0,0,0,0,1,694,355,80,54,-5,54.231,0.084375,-0.013889,0.08551
29.8026,91.8,136.2,-14.701,0,14.701,-180.1,0,1,757,357,80,117,-3,117.038,0.182812,-0.008333,0.183002
29.8594,90.6,136.2,-21.116,0,21.116,-112.874,0,1,737,356,80,97,-4,97.082,0.151562,-0.011111,0.151969
29.9205,89.4,136.2,-19.64,0,19.64,24.152,0,1,757,354,80,117,-6,117.154,0.182812,-0.016667,0.183571
29.9797,89.4,136.2,0,0,0,332.011,0,1,670,353,80,30,-7,30.806,0.046875,-0.019444,0.050748
30.0307,89.4,136.2,0,0,0,0,0,1,650,352,80,10,-8,12.806,0.015625,-0.022222,0.027166
30.0806,89.4,136.2,0,0,0,0,0,1,642,355,80,2,-5,5.385,0.003125,-0.013889,0.014236
30.1309,89.4,136.2,0,0,0,0,0,1,641,353,80,1,-7,7.071,0.001563,-0.019444,0.019507
30.1796,89.4,136.2,0,0,0,0,0,1,640,353,80,0,-7,7,0,-0.019444,0.019444
30.2299,89.4,136.2,0,0,0,0,0,1,641,356,80,1,-4,4.123,0.001563,-0.011111,0.01122
30.2796,89.4,136.2,0,0,0,0,0,1,638,352,80,-2,-8,8.246,-0.003125,-0.022222,0.022441
30.3395,89.4,136.2,0,0,0,0,0,1,638,353,80,-2,-7,7.28,-0.003125,-0.019444,0.019694
30.3923,89.4,136.2,0,0,0,0,0,1,639,354,80,-1,-6,6.083,-0.001563,-0.016667,0.01674
30.4448,89.4,136.2,0,0,0,0,0,1,640,353,80,0,-7,7,0,-0.019444,0.019444
30.4935,89.4,136.2,0,0,0,0,0,1,638,354,80,-2,-6,6.325,-0.003125,-0.016667,0.016957
30.5481,89.4,136.2,0,0,0,0,0,1,632,354,80,-8,-6,10,-0.0125,-0.016667,0.020833
30.5964,89.4,136.2,0,0,0,0,0,1,636,354,80,-4,-6,7.211,-0.00625,-0.016667,0.0178
30.6461,89.4,136.2,0,0,0,0,0,1,631,354,80,-9,-6,10.817,-0.014063,-0.016667,0.021807
30.6966,89.4,136.2,0,0,0,0,0,1,631,355,80,-9,-5,10.296,-0.014063,-0.013889,0.019765
30.7467,89.4,136.2,0,0,0,0,0,1,634,354,80,-6,-6,8.485,-0.009375,-0.016667,0.019122
30.7966,89.4,136.2,0,0,0,0,0,1,635,355,80,-5,-5,7.071,-0.007812,-0.013889,0.015935
30.8463,89.4,136.2,0,0,0,0,0,1,637,354,80,-3,-6,6.708,-0.004687,-0.016667,0.017313
30.8961,89.4,136.2,0,0,0,0,0,1,633,355,80,-7,-5,8.602,-0.010937,-0.013889,0.017679
30.9478,89.4,136.2,0,0,0,0,0,1,637,354,80,-3,-6,6.708,-0.004687,-0.016667,0.017313
31.0081,89.4,136.2,0,0,0,0,0,1,635,354,80,-5,-6,7.81,-0.007812,-0.016667,0.018407
31.0587,89.4,136.2,0,0,0,0,0,1,633,355,80,-7,-5,8.602,-0.010937,-0.013889,0.017679
31.1127,89.4,136.2,0,0,0,0,0,1,632,354,80,-8,-6,10,-0.0125,-0.016667,0.020833
31.1653,89.4,136.2,0,0,0,0,0,1,634,354,80,-6,-6,8.485,-0.009375,-0.016667,0.019122
31.2165,89.4,136.2,0,0,0,0,0,1,635,354,80,-5,-6,7.81,-0.007812,-0.016667,0.018407
31.2656,89.4,136.2,0,0,0,0,0,1,628,355,80,-12,-5,13,-0.01875,-0.013889,0.023334
31.3146,89.4,136.2,0,0,0,0,0,1,635,354,80,-5,-6,7.81,-0.007812,-0.016667,0.018407
31.3659,89.4,136.2,0,0,0,0,0,1,635,354,80,-5,-6,7.81,-0.007812,-0.016667,0.018407
31.4153,89.4,136.2,0,0,0,0,0,1,634,354,80,-6,-6,8.485,-0.009375,-0.016667,0.019122
31.4667,89.4,136.2,0,0,0,0,0,1,629,355,80,-11,-5,12.083,-0.017188,-0.013889,0.022098
31.5394,89.4,136.2,0,0,0,0,0,1,624,355,80,-16,-5,16.763,-0.025,-0.013889,0.028599
31.5924,89.4,136.2,0,0,0,0,0,1,618,355,80,-22,-5,22.561,-0.034375,-0.013889,0.037075
31.6485,89.4,136.2,0,0,0,0,0,1,627,355,80,-13,-5,13.928,-0.020313,-0.013889,0.024607
31.706,89.4,136.2,0,0,0,0,0,1,617,354,80,-23,-6,23.77,-0.035937,-0.016667,0.039614
31.7558,89.4,136.2,0,0,0,0,0,1,617,355,80,-23,-5,23.537,-0.035937,-0.013889,0.038528
31.8062,89.4,136.2,0,0,0,0,0,1,624,354,80,-16,-6,17.088,-0.025,-0.016667,0.030046
31.8617,89.4,136.2,0,0,0,0,0,1,617,354,80,-23,-6,23.77,-0.035937,-0.016667,0.039614
31.9174,89.4,136.2,0,0,0,0,0,1,628,354,80,-12,-6,13.416,-0.01875,-0.016667,0.025087
31.9731,89.4,136.2,0,0,0,0,0,1,629,354,80,-11,-6,12.53,-0.017188,-0.016667,0.023941
32.0246,89.4,136.2,0,0,0,0,0,1,633,354,80,-7,-6,9.22,-0.010937,-0.016667,0.019935
32.0768,89.4,136.2,0,0,0,0,0,1,634,354,80,-6,-6,8.485,-0.009375,-0.016667,0.019122
32.1276,89.4,136.2,0,0,0,0,0,1,628,354,80,-12,-6,13.416,-0.01875,-0.016667,0.025087
32.1809,89.4,136.2,0,0,0,0,0,1,631,354,80,-9,-6,10.817,-0.014063,-0.016667,0.021807
32.2334,89.4,136.2,0,0,0,0,0,1,613,354,80,-27,-6,27.659,-0.042188,-0.016667,0.04536
32.2847,89.4,136.2,0,0,0,0,0,1,623,354,80,-17,-6,18.028,-0.026562,-0.016667,0.031358
32.3412,89.4,136.2,0,0,0,0,0,1,636,354,80,-4,-6,7.211,-0.00625,-0.016667,0.0178
32.4014,89.4,136.2,0,0,0,0,0,1,637,354,80,-3,-6,6.708,-0.004687,-0.016667,0.017313
32.4608,89.4,136.2,0,0,0,0,0,1,638,353,80,-2,-7,7.28,-0.003125,-0.019444,0.019694
32.5193,89.4,136.2,0,0,0,0,0,1,636,354,80,-4,-6,7.211,-0.00625,-0.016667,0.0178
32.5692,89.4,136.2,0,0,0,0,0,1,632,353,80,-8,-7,10.63,-0.0125,-0.019444,0.023116
32.6209,89.4,136.2,0,0,0,0,0,1,633,354,80,-7,-6,9.22,-0.010937,-0.016667,0.019935
32.6709,89.4,136.2,0,0,0,0,0,1,636,354,80,-4,-6,7.211,-0.00625,-0.016667,0.0178
32.7189,89.4,136.2,0,0,0,0,0,1,636,354,80,-4,-6,7.211,-0.00625,-0.016667,0.0178
32.7702,89.4,136.2,0,0,0,0,0,1,636,354,80,-4,-6,7.211,-0.00625,-0.016667,0.0178
32.82,89.4,136.2,0,0,0,0,0,1,637,354,80,-3,-6,6.708,-0.004687,-0.016667,0.017313
32.8689,89.4,136.2,0,0,0,0,0,1,637,354,80,-3,-6,6.708,-0.004687,-0.016667,0.017313
32.9179,89.4,136.2,0,0,0,0,0,1,634,353,80,-6,-7,9.22,-0.009375,-0.019444,0.021587
32.9745,89.4,136.2,0,0,0,0,0,1,634,354,80,-6,-6,8.485,-0.009375,-0.016667,0.019122
33.0252,89.4,136.2,0,0,0,0,0,1,629,354,80,-11,-6,12.53,-0.017188,-0.016667,0.023941
33.0795,89.4,136.2,0,0,0,0,0,1,637,354,80,-3,-6,6.708,-0.004687,-0.016667,0.017313
33.1363,89.4,136.2,0,0,0,0,0,1,636,354,80,-4,-6,7.211,-0.00625,-0.016667,0.0178
33.1928,89.4,136.2,0,0,0,0,0,1,639,353,80,-1,-7,7.071,-0.001563,-0.019444,0.019507
33.2519,89.4,136.2,0,0,0,0,0,1,640,353,80,0,-7,7,0,-0.019444,0.019444
33.3054,89.4,136.2,0,0,0,0,0,1,639,352,80,-1,-8,8.062,-0.001563,-0.022222,0.022277
33.3588,89.4,136.2,0,0,0,0,0,1,634,353,80,-6,-7,9.22,-0.009375,-0.019444,0.021587
33.4102,89.4,136.2,0,0,0,0,0,1,635,353,80,-5,-7,8.602,-0.007812,-0.019444,0.020955
33.4609,89.4,136.2,0,0,0,0,0,1,637,353,80,-3,-7,7.616,-0.004687,-0.019444,0.020001
33.5133,89.4,136.2,0,0,0,0,0,1,637,354,80,-3,-6,6.708,-0.004687,-0.016667,0.017313
33.5643,89.4,136.2,0,0,0,0,0,1,639,354,80,-1,-6,6.083,-0.001563,-0.016667,0.01674
33.6164,89.4,136.2,0,0,0,0,0,1,637,354,80,-3,-6,6.708,-0.004687,-0.016667,0.017313
33.6657,89.4,136.2,0,0,0,0,0,1,637,354,80,-3,-6,6.708,-0.004687,-0.016667,0.017313
33.7158,89.4,136.2,0,0,0,0,0,1,633,354,80,-7,-6,9.22,-0.010937,-0.016667,0.019935
33.7646,89.4,136.2,0,0,0,0,0,1,628,354,80,-12,-6,13.416,-0.01875,-0.016667,0.025087
33.8228,89.4,136.2,0,0,0,0,0,1,636,354,80,-4,-6,7.211,-0.00625,-0.016667,0.0178
33.8733,89.4,136.2,0,0,0,0,0,1,638,353,80,-2,-7,7.28,-0.003125,-0.019444,0.019694
33.9221,89.4,136.2,0,0,0,0,0,1,640,354,80,0,-6,6,0,-0.016667,0.016667
